sargas	{Ｏ}【植】ホンダワラ属（の海藻）
napel	【植】【PIV】Sp. (Specio) de akonito (Aconitum napellus) el Eu^ropo k Azio, kun bluaj floroj, pororname kultivata (pluraj varioj havas diverskolorajn florojn) k medi
nardostaki	【植】【PIV】G. (Genro) (Nardostachys el valerianacoj) de nur unu sp. (N. grandiflora) de Himalaja plurjara herbo, el kies rizomo oni ekstraktis nardon 1.
nasturti	【植】【PIV】G. (Genro) (Nasturtium el brasikacoj) de dolc^akvaj herboj kun integraj au^ diverse entranc^aj folioj, kun malgrandaj, flavaj au^ blankaj floroj k kun p
natrik	【動】【PIV】G. (Genro) (Natrix) de senvenenaj serpentoj el la fam. (familio) de kolubredoj, ovonaska, vivanta sur la N hemisfero.
nau^krat	【動】【PIV】Pilotfis^o.
nau^l	【植】【PIV】Sp. (Specio) de melaleu^ko (kvinripa melaleu^ko), Nov-Kaledonia arbo, el kiu oni ekstraktas gomenolon. Sin. (sinonimo) gomenolarbo.
nau^pli	【動】【PIV】Unua larvo de la krustacoj.
nazu	【動】【PIV】G. (Genro) (Nasua) de Amerikaj mamuloj el la subordo de rabobestoj, fam. (familio) de procionedoj, kun longa vosto k pinta, movebla nazo.
nefridi	【動】【PIV】(nephridium) C^iu el la lau^segmente ripetig^antaj ekskreciaj organoj de multaj senvertebruloj, precipe anelidoj.
nefrolepid	【植】【PIV】G. (Genro) (Nephrolepis el nefrolepidacoj) de c^. (c^irkau^) 30 sp-oj (specioj) de tropikaj k subtropikaj filikoj, pluraj pororname kultivataj, i.a. (in
negund	【植】【PIV】Sp. (Specio) de acero (Acer negundo), arbo kun plume kunmetaj folioj, hejma de N Ameriko g^is Gvatemalo, naturigita en Eu^ropo, pororname kultivata.
nekrofor	【動】【PIV】G. (Genro) (Necrophorus) de insektoj el la ordo de koleopteroj, kun nigraj elitroj ofte orang^-au^ rug^-makulaj, ne komplete kovrantaj la abdomenon; ent
nektari	【植】【PIV】Nektarujo.
nelumb	【植】【PIV】G. (Genro) (Nelumbo el nelumbacoj) de 2 sp-oj (specioj) de plurjaraj akvoplantoj parencaj al nimfeacoj.
nemakejl	【動】【PIV】G. (Genro) (Nemacheilus) de fis^oj parencaj al kobitido, vivantaj en ne-au^ malmult-sala, oksigenric^a akvo.
neofron	【動】【PIV】Malgranda vulturo (unuspecia g. (genro) Neophron percnopterus) el la fam. (familio) de akcipitredoj, maturstadie kun helkolora plumaro; g^i vivas en S E
nepa	【動】【PIV】G. (Genro) (Nepa) de insektoj el la ordo de hemipteroj, subordo de heteropteroj, vivantaj en stagnanta akvo, malrapide pas^antaj sur s^limaj fundoj, kun
nepent	【植】【PIV】1 Helena planto, kies suko magie forgesigis c^ian malg^ojon. 2 G. (Genro) (Nepenthes el nepentacoj) de insektokaptaj plantoj plurjaraj, dioikaj, grimpaj
nepet	【植】【PIV】G. (Genro) (Nepeta el lamiacoj) de plurjaraj, aromaj herboj kun kontrau^e duopaj folioj k kun bluaj, violetaj au^ blankaj floroj en s^ajnverticiloj arig
nereid	【動】【PIV】G. (Genro) (Nereis) de anelidoj el la klaso de poliketoj, vivantaj sur s^tona, sabla au^ kota fundo en pli-malpli sala akvo, c^e la bordoj. Vd afrodito.
nikte	【動】【PIV】Neg^ostrigo.
niktit	【動】【PIV】La tria palpebro de la birdoj k reptilioj.
nitel	【植】【PIV】G. (Genro) (Nitella el karaacoj) kosmopolita de c^. (c^irkau^) 20 sp-oj (specioj), el kiuj unu uzata en akvarioj. Vd karao.
nopal	【植】【PIV】1 Alia, nelegitima nomo (Nopalea) de opuntio. 2 Vulgara nomo de opuntio.
notonekt	【動】【PIV】G. (Genro) (Notonecta) de insektoj el la ordo de heteropteroj, vivantaj en akvo same kiel korikso, sed nag^antaj kun la ventro supre. Sin. (sinonimo) do
nucifrag	【動】【PIV】G. (Genro) (Nucifraga) de birdoj el la ordo de paseroformaj, fam. (familio) de korvedoj, kun longa forta beko havanta internan tuberon. Sin. (sinonimo) 
nukul	【植】【PIV】(nucula) Akeneca frukto, kies s^elo estas ege malmola, ekz. (ekzemple) c^e korilo k rozo.
numeni	【動】【PIV】G. (Genro) (Numenius) de relative grandaj birdoj el la ordo de karadriformaj, fam. (familio) de skolopedoj, kun longaj kruroj, longa kurba beko; ili tra
ocelot	【動】【PIV】Sp. (Specio) de feliso (Felis pardalis), S Amerika, kun bele makulita felo.
ocim	【植】【PIV】G. (Genro) (Ocimum el lamiacoj) de spice odoraj herboj au^ tufarbustoj kun floroj en s^ajnverticiloj arig^intaj en apeksajn spikojn; c^. (c^irkau^) 150 
ofri	【植】【PIV】G. (Genro) (Ophrys el orkidacoj) de plurjaraj herboj kun du subteraj tuberoj k kun floroj aspektantaj kiel insektoj; c^. (c^irkau^) 25 sp-oj (specioj) e
ojdi	【植】【PIV】G. (Genro) (Oidium), tre disvastig^inta, de c^. (c^irkau^) 120 sp-oj (specioj) de mikroskopaj fungoj, neperfektaj formoj de erizifaloj, estigantaj meldu
okapi	【動】【PIV】Parhufulo (unuspecia g. (genro) Okapia johnstoni) el la fam. (familio) de g^irafedoj, bruna, kun horizontalaj blankaj strioj, vivanta en la regiono de l
okrom	【植】【PIV】G. (Genro) (Ochroma el bombakacoj) de nur unu sp. (O. pyramidale) el tropika Ameriko, arbo rapidkreska, kun ligno (Vd balzo) pli malpeza ol korko, kun k
oleosom	【植】【PIV】Organeto de iuj vegetaj^aj c^eloj, ric^a je lipidoj, trovig^anta i.a. (interalie, inter aliaj) en semoj.
omas	【動】【PIV】La tria stomaka fako de la remac^uloj. Sin. (sinonimo) faldostomako. Vd abomaso, centipelio, rumeno.
omatidi	【動】【PIV】C^iu elementa okulo de la kunmeta okulo de artropodoj. Sin. (sinonimo) okulero. Vd ocelo.
oncidi	【植】【PIV】G. (Genro) (Oncidium el orkidacoj) de c^. (c^irkau^) 680 sp-oj (specioj) de plurjaraj, arbo-au^ grundo-log^aj herboj el tropika Ameriko k mezvarma S Ame
ondatr	【動】【PIV】Rong^ulo (unuspecia g. (genro) Ondatra zibethicus) el N Ameriko, kun nag^hau^to inter la piedfingroj, flanke plata vosto, tre valora felo k moskoglandoj
ononid	【植】【PIV】G. (Genro) (Ononis el fabacoj) de herboj au^ arbustetoj, ofte glandharaj k/au^ dornaj, kun trifolieraj folioj k kun panikloj, spikoj au^ grapoloj el fla
onopord	【植】【PIV】G. (Genro) (Onopordon el asteracoj) de grandaj, dujaraj, dornaj herboj, la unuan jaron kun baza rozeto el duondividaj folioj, la duan jaron kun stara, f
oosfer	【植】【PIV】Inseksa gameto de la plantoj. Vd anterozoido, ovolo.
oospor	【植】【PIV】Dau^ra zigoto de la oomikotoj.
operkul	【動】【植】【PIV】1 Tegilo, kovrilo, precipe: a) osteca tegaj^o de la brankoj de fis^oj; b) korneca kovrilo de la malfermaj^o de la konko de iuj gastropodoj; c) vaksa 
opul	【植】【PIV】Sp. (Specio) de viburno (Viburnum opulus), tufarbusto kun pinte lobaj k dentaj folioj, kun blankaj, duspecaj floroj en umbelformaj cumoj, k kun rug^aj, 
opunti	【植】【PIV】G. (Genro) (Opuntia, sin. (sinonimo (de latinscienca nomo)) Cactus, el kaktacoj) de kaktoj diversaspektaj, kun tigoj karakterize artikaj, kun plataj au^
orangutan	【動】【PIV】Sp. (Specio) (Pongo pygmaeus) de granda, homsimila simio el Sumatro k Borneo, rug^bruna, kun longaj brakoj k mallongaj kruroj. Vd c^impanzo, gorilo, gib
orcin	【動】【PIV】G. (Genro) (Orcinus) de mamuloj el la ordo de cetacoj, kun sola sp., orko (Orcinus orca), terura rabobesto kun fortaj dentoj, kiu atakas ec^ la plej gra
orikterop	【動】【PIV】Afrika mamulo (unuspecia g. (genro) Orycteropus afer) el la ordo de tubetodentuloj, kun longaj kapo k oreloj, rubandforma lango k dentoj kvazau^ kunmeti
oriz	【植】【PIV】G. (Genro) (Oryza el poacoj) tropika de 18 sp-oj (specioj).
orn	【植】【PIV】Sp. (Specio) de frakseno (Fraxinus ornus) el S Eu^ropo k U Azio, kun okulfrapaj, verdete blankaj floroj en apeksaj, longaj, densaj panikloj; per incizo 
ornitogal	【植】【PIV】G. (Genro) (Ornithogalum el hiacintacoj) de herboj kun tunika bulbo, kun liniformaj au^ mallarg^e lancetformaj, elbazaj folioj k kun blankaj au^ helege 
orobank	【植】【PIV】G. (Genro) (Orobanche el skrofulariacoj) de herboj - plejparte plurjaraj - senklorofilaj, flavetaj, brunetaj au^ rug^etaj, kun tigo surhavanta skvamform
oronti	【植】【PIV】G. (Genro) (Orontium el arumacoj) de nur unu sp. (O. aquaticum) el NE Ameriko, plurjara, akveja herbo kun rizomo, kun longpetiolaj folioj, havantaj long
osmer	【動】【PIV】G. (Genro) (Osmerus) de salmonoformaj fis^oj, al kiu apartenas eperlano.
ostiol	【植】【PIV】Eta malfermaj^o de diversaj organoj: ostiolo de peritecio, de stomo.
pagel	【動】【PIV】G. (Genro) (Pagellus) de maraj fis^oj el la fam. (familio) de sparedoj, ordo de perkoformaj, kun rug^bruna dorso k rozkoloraj flankoj.
pajen	【植】【PIV】G. (Genro) (Payena el sapotacoj) de 15 sp-oj (specioj) de arboj el U Malajzio, i.a. (interalie, inter aliaj) P. leerii, kiu liveras gutaon 2. Vd palakvi
paksil	【植】【PIV】G. (Genro) (Paxillus el paksilacoj el boletaloj) de ombrelfungoj sen ringo k sen stipingo, kun branc^aj, dekuraj lamenoj facile disigeblaj de la c^apelo
palakvi	【植】【PIV】G. (Genro) (Palaquium el sapotacoj) de laktosukohavaj arboj; c^. (c^irkau^) 110 sp-oj (specioj) precipe el SE Azio k Malajzio, pluraj ekspluatataj por r
panak	【植】【PIV】G. (Genro) (Panax el araliacoj) de plurjaraj herboj kun dika au^ tubera radiko, kun senbranc^a tigo, kun 3−5-ope verticilaj, mane kunmetaj, 3−11-foliera
pandan	【植】【PIV】G. (Genro) (Pandanus el pandanacoj) de dioikaj, dau^rafoliaj arboj k trunkarbustoj kun multaringa trunko, ofte kun stilzoradikoj, kun longaj folioj k ku
pankrati	【植】【PIV】G. (Genro) (Pancratium el amarilidacoj) de plurjaraj herboj kun tunika bulbo k kun densa umbelo el 3−15 blankaj floroj; 16 sp-oj (specioj) el la Mediter
panope	【動】【PIV】G. (Genro) (Panopea) de grandaj maraj lamenbrankuloj, i.a. (interalie, inter aliaj) gujdako.
papau^	【植】【PIV】Sp. (Specio) de azimeno (triloba azimeno) el NE Ameriko, malgranda arbo kun 6−7 cm (centimetro) longaj, flavaj, mang^eblaj fruktoj, havantaj aroman, suk
papaver	【植】【PIV】Papavo.
parafiz	【植】【PIV】Sterila, fadenforma, unu-au^ plur-c^ela elemento, lokig^inta inter reproduktorganoj: inter la askoj de multaj askofungoj, inter la sporujoj au^ gametujo
parameci	【動】【PIV】G. (Genro) (Paramecium) de grandaj protozooj el la klaso de ciliuloj, oftaj en stagna nesala akvo.
parantrop	【動】【PIV】G. (Genro) (Paranthropus) de homenoj, el kiuj pluraj vegetaranaj sp-oj (specioj) vivis en E k S Afriko de −2,6 g^is −1 milionoj j. Vd fortika au^stralop
parietari	【植】【PIV】G. (Genro) (Parietaria el urtikacoj) de unu-k plur-jaraj herboj kun integra-au^ sinuet-randaj folioj k kun verdetaj floroj unuopaj au^ en akselaj glomer
parmeli	【植】【PIV】G. (Genro) (Parmelia el parmeliacoj) kosmopolita de c^. (c^irkau^) 1300 sp-oj (specioj) de foliecaj askolikenoj.
paroniki	【植】【PIV】G. (Genro) (Paronychia el kariofilacoj) kosmopolita de c^. (c^irkau^) 110 sp-oj (specioj) de herboj k arbustetoj, pluraj pororname kultivataj.
parteni	【植】【PIV】Sp. (Specio) de tanaceto (Tanacetum parthenium) el SE Eu^ropo k SU Azio, unu el la kamomiloj 2.
partenocis	【植】【PIV】G. (Genro) (Parthenocissus el vitacoj) de grimpaj lianoj au^ de arbustoj parencaj al ampelopso, sed kun c^iroj plume branc^aj k ofte finig^antaj per alf
pasiflor	【植】【PIV】G. (Genro) (Passiflora el pasifloracoj) de herbecaj au^ lignecaj plantoj, g^enerale grimpaj per c^iroj, kun kuriozaj, ornamaj, ofte grandaj floroj, unu-
patienc	【植】【PIV】Sp. (Specio) de rumekso (Rumex patientia) el E Eu^ropo k U Azio, plurjara herbo kun grandaj, de ovalaj g^is lancetformaj folioj, kiu estas uzata kiel sp
pau^lini	【植】【PIV】G. (Genro) (Paullinia el sapindacoj) de c^. (c^irkau^) 195 sp-oj (specioj) de dau^rafoliaj, lignecaj grimpaj lianoj el la tropikaj regionoj, precipe el 
pau^lovni	【植】【PIV】G. (Genro) (Paulownia el skrofulariacoj) de falfoliaj arboj kun de bluete violaj g^is preskau^ blankaj floroj en akselaj cumoj; 6 sp-oj (specioj) el E A
pecaj	【植】【PIV】Pekina brasiko.
pedali	【植】【PIV】G. (Genro) (Pedalium el pedaliacoj) de nur unu sp. (P. murex) el Afriko, Madagaskaro k Azio, tropika herbo moskodora, kies folioj estas medicine uzataj.
pedikular	【植】【PIV】G. (Genro) (Pedicularis el skrofulariacoj) de du-k plur-jaraj, duonparazitaj herboj kun alternaj, pli malofte verticilaj, plume dividaj folioj k kun flo
pedipalp	【動】【PIV】Para dua membro c^e araknidoj, tuj post la h^eliceroj: c^e skorpioj pedipalpoj estas pinc^iloj, c^e la virseksaj araneuloj ili rolas en reproduktig^o.
pejotl	【植】【PIV】Sp. (Specio) (Lophophora williamsii el kaktacoj) de eta kakto mola, sendorna, lanuga, halucina k narkota pro enhavo de alkaloidoj, i.a. (interalie, inte
penicil	【植】【PIV】G. (Genro) (Penicillium el Trichocomaceae) de neperfektaj fungoj kun penikforma konidiujo; c^. (c^irkau^) 220 sp-oj (specioj), tre disvastig^intaj, kelk
pense	【植】【PIV】C^iu violo kun el la kvin petaloj nur unu malsuprendirekta. Vd trikoloreto.
pepon	【植】【PIV】1 Sp. (Specio) de kukurbo (Cucurbita pepo, sin. (sinonimo (de latinscienca nomo)) C. melopepo), vaste kultivata por diversformaj fruktoj (de globaj g^is
peponed	【植】【PIV】Speco de bero kun ledeca au^ ec^ ligneca s^elo k abunda pulpo, en kies centro arig^as semoj; frukto de la plej multaj kukurbacoj: la frukto de melono, d
periant	【植】【PIV】La tuto de la c^irkau^aj florfolioj, t.e. (tio estas) la kaliko k la korolo kune (kompleta perianto) au^ nur la kaliko (nekompleta perianto).
peridi	【植】【PIV】(pp (se paroli pri) fungoj) La parieto au^ ekstera membrano de sporangio au^ de alispecaj fruktokorpoj (i.a. (interalie, inter aliaj) c^e gasteromicetoj
perilj	【植】【PIV】G. (Genro) (Perilla el lamiacoj), parenca al ocimo, de unujaraj, aromaj herboj; 6 sp-oj (specioj) el SE Azio.
perisore	【動】【PIV】G. (Genro) (Perisoreus) el la ordo de paseroformaj birdoj, fam. (familio) de korvedoj, distingebla de garolo pro malpli longa sed pli larg^a beko k malp
periteci	【植】【PIV】Askujo, de globa g^is botel-au^ konus-forma, malfermig^anta per poro au^ kanaleto (Vd ostiolo) au^ ec^ tute ferma. Vd apotecio. -> pirenomicetoj.
peronospor	【植】【PIV】G. (Genro) (Peronospora el peronosporaloj) kosmopolita de c^. (c^irkau^) 75 sp-oj (specioj) de parazitaj oomikotoj, estigantaj malsanojn ekz. (ekzemple)
persikari	【植】【PIV】1 G. (Genro) (Persicaria el poligonacoj) de c^. (c^irkau^) 150 sp-oj (specioj) el la mezvarmaj regionoj, tre parenca al poligono ss (striktasence). 2 Sp
petrel	【動】【PIV】Kn (Kolektiva nomo) de diversaj malgrandaj procelariformaj birdoj (g-oj (genroj) Bulweria, Daption k Pterodroma).
petuni	【植】【PIV】G. (Genro) (Petunia el solanacoj) de unu-k plur-jaraj herboj, kun unuopaj, longe pedunklaj floroj, karakterizataj de longe tubohava, 5-loba korolo; c^. 
peziz	【植】【PIV】G. (Genro) (Peziza el pezizacoj) de askofungoj kun askujo pelvoforma, ne au^ apenau^ pedunkla; tre disvastig^inta g. (genro) de c^. (c^irkau^) 80 sp-oj 
piknidi	【植】【PIV】Konidiujo, de globa g^is botel-au^ konus-forma, ostiolohava, interne produktanta konidiojn: piknidioj ekzistas c^e askomikotoj k iuj neperfektaj fungoj 
piksidi	【植】【PIV】Kapsulo, mafermig^anta per speco de kovrilo nomata operkulo. Vd teko.
pilokarp	【植】【PIV】G. (Genro) (Pilocarpus el rutacoj) de tufarbustoj k arbustetoj kun plume kunmetaj folioj k kun fruktoj el unusemaj folikloj po 5, parte kunig^intaj; c^.
pilozel	【植】【PIV】1 Sp. (Specio) de hieracio (Hieracium pilosella) sen tigo, kun baza rozeto el integraj, malsupraflanke longaharaj folioj; hejma en Eu^ropo, U Azio k N A
pimpinel	【植】【PIV】G. (Genro) (Pimpinella el apiacoj) de unu-, du-k plur-jaraj herboj kun folioj 1−3-oble plume dividaj k kun blankaj au^ rozaj floroj; c^. (c^irkau^) 150 
pina	【動】【PIV】G. (Genro) (Pinna) de grandaj (30−60 cm (centimetro) longaj) duvalvuloj el la varmaj k mezvarmaj maroj, havantaj staran konkon kun pinto en la sablo.
pinastr	【植】【PIV】Sp. (Specio) de pino (Pinus pinaster), arbo kun brunete rug^a s^elo, kun duopaj, 25−40 cm (centimetro) longaj folioj k kun grandaj konusoj; hejma en SU 
pingvikul	【植】【PIV】G. (Genro) (Pinguicula el lentibulariacoj) de plurjaraj, insektomang^antaj plantoj kun baza rozeto el folioj supraflanke gluaj; 46 sp-oj (specioj) el la
pinikol	【動】【PIV】G. (Genro) (Pinicola) de birdoj el la ordo de paseroformaj, fam. (familio) de fringedoj, kiuj tre parencas al loksio, sed kies bekpintoj ne krucig^as; v
pinktad	【動】【PIV】G. (Genro) (Pinctada, sin. (sinonimo (de latinscienca nomo)) Meleagrina) de grandaj maraj moluskoj el la klaso de duvalvuloj, vivantaj en la Hinda Ocean
pipi	【動】【PIV】G. (Genro) (Anthus) de birdoj el la ordo de paseroformaj, fam. (familio) de motaciledoj, distingebla de motacilo pro pli longa, kurba posta ungo k pro m
pipistrel	【動】【PIV】1 Sp. (Specio) (Pipistrellus pipistrellus) de mamulo el la ordo de kiropteroj, la plej malgranda vesperto de Eu^ropo. 2 G. (Genro) (Pipistrellus) de kir
pirakant	【植】【PIV】G. (Genro) (Pyracantha el rozacoj), parenca al kratago, de falfoliaj, g^enerale dornaj tufarbustoj; 9 sp-oj (specioj) el SE Eu^ropo k Azio, kultivataj p
piral	【動】【PIV】Eksa g. (genro) (Pyrale) de malgrandaj papilioj, kies larvoj vivas en kunteksitaj folioj. Sin. (sinonimo) lummoteo.
piranj	【動】【PIV】1 Sp. (Specio) de serasalmo (Serrasalmus piraya), fis^o kun mallonga, alta korpo k akregaj dentoj, per kiuj g^i rapide povas els^iri karnopecojn, ec^ de
piretr	【植】【PIV】1 (ark. (arkaismo, arkaisme)) G. (Genro) (Pyrethrum), nun inkludita en tanaceto. 2 Vermicido k insekticido ricevita el la sekigitaj k pulvorigitaj kapit
pirokorak	【動】【PIV】G. (Genro) (Pyrrhocorax) de S-Eu^ropaj montaj birdoj el la ordo de paseroformaj, fam. (familio) de korvedoj. Sin. (sinonimo) montkorvo.
pirul	【動】【PIV】1 Sp. (Specio) (Pyrrhula pyrrhula) de birdo el la ordo de paseroformaj, fam. (familio) de fringedoj, kun blua kapo, griza dorso k rug^a brusto. Vd ember
pirus	【植】【PIV】G. (Genro) (Pyrus el rozacoj) de arboj k trunkarbustoj, ofte dornaj, kun defalemaj au^ duondau^raj, integraj au^ dentetaj folioj, kun korimbo el blankaj
pistaci	【植】【PIV】G. (Genro) (Pistacia el anakardiacoj) de dioikaj, rezinoric^aj trunkarbustoj k arboj kun plume kunmetaj, ledecaj folioj k kun tre malgrandaj floroj en a
pitang	【植】【PIV】1 Sp. (Specio) de eu^genio (Eugenia pitanga) el Brazilo k Argentino, arbusto kun rug^aj, mang^eblaj beroj c^. (c^irkau^) 1,2 cm (centimetro) diametraj. 
piteci	【動】【PIV】G. (Genro) (Pithecia) de Amerikaj simioj el la fam. (familio) de cebedoj, kun interspaco inter la incizivoj k la ceteraj dentoj, haroric^aj, kun vosto n
plasmod	【植】【動】【PIV】Maso el migranta protoplasmo, senforma, sensepta, multanuklea, precipe c^e miksomikotoj sed ankau^ c^e iuj algoj. Vd sincitio, sifono 3.
plasmodesm	【植】【PIV】C^iu el g^enerale multaj c^elplasmaj fadenoj, kunligantaj la protoplasmojn de du najbaraj c^eloj tra kanaletoj de ilia c^elmuro.
plasmodi	【動】【PIV】1 G. (Genro) (Plasmodium) de protozooj el la klaso de sporozooj, parazitaj en la sango de homoj, kie ili kau^zas malarion; ili estas transportataj de ho
